Equilibrium Type,Adjudication Mode,Cost Misestimation,Costs Multiplier,Court Noise,Damages Multiplier,Fee Shifting Multiplier,Issue,Liability Threshold,Noise Multiplier D,Noise Multiplier P,Num Signals and Offers,Proportion of Costs at Beginning,Relative Costs,Risk Aversion,Unit Precaution Cost,Wrongful Attribution Probability,Filter,GroupName,OptionSetName,Exploitability,Calculation Time,P Files,D Answers,P Offer,D Offer,Trial,P Win Probability,P Wealth,D Wealth,Total Wealth,Wealth Loss,P Welfare,D Welfare,Pre-Dispute Social Welfare Loss,Social Welfare Loss,Opportunity Cost,Harm Cost,Truly Liable Harm Cost,Truly Not Liable Harm Cost,Expenditures,False Positive Inaccuracy,False Negative Inaccuracy,Value If Settled,No Suit,No Answer,Settles,P Abandons,D Defaults,P Loses,P Wins,Appropriation,Engages in Activity,Accident Occurs,Wrongful Attribution,Precaution Power,Precaution Level,Benefit-Cost Ratio,Precaution Power 1,Precaution Power 2,Precaution Power 3,Precaution Power 4,Precaution Power 5,Precaution Power 6,Precaution Power 7,Precaution Power 8
Only Eq,Baseline,1,4,Baseline,1,2,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1.2E-05,Normal,Tried,,MODRA CM 4 FSM 2 DM 1 LT 1 UPC 1.2E-05,1.971E-08,207,1,1,0.5625,0.0625002,1,0.314413,7.22359,9.37641,16.6,3.4,-265.785,419.599,0.909099,3.3091,4.35476E-11,0.909099,0.239262,0.669838,2.4,1.31123,0.589341,,0,0,0,0,0,0.685587,0.314413,0,1,1,0.0909009,4.5016,3.62896E-06,0.849909,0.135739,0.126997,0.119936,0.117009,0.117057,0.120076,0.127207,0.135979
Only Eq,Baseline,1,4,Baseline,1,2,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1.2E-05,Normal,P Loses,,MODRA CM 4 FSM 2 DM 1 LT 1 UPC 1.2E-05,1.971E-08,207,1,1,0.5625,0.0625002,1,0,5.4,11.2,16.6,3.4,-846.356,1000.17,0.909099,3.3091,6.09807E-11,0.909099,0.169886,0.739213,2.4,0,0.859614,,0,0,0,0,0,1,0,0,1,1,0.0909009,3.97587,5.08173E-06,0.802099,0.17596,0.159224,0.14158,0.125628,0.111061,0.0996752,0.0941229,0.09275
Only Eq,Baseline,1,4,Baseline,1,2,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1.2E-05,Normal,P Wins,,MODRA CM 4 FSM 2 DM 1 LT 1 UPC 1.2E-05,1.971E-08,207,1,1,0.5625,0.0625002,1,1,11.2,5.4,16.6,3.4,1000.17,-846.356,0.909099,3.3091,5.53394E-12,0.909099,0.390538,0.518561,2.4,4.17041,0,,0,0,0,0,0,0,1,0,1,1,0.0909008,5.64796,4.61161E-07,0.954161,0.0480357,0.0567267,0.072741,0.0982157,0.130131,0.164562,0.199347,0.23024
Only Eq,Baseline,1,4,Baseline,1,2,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1.2E-05,Normal,Truly Liable,,MODRA CM 4 FSM 2 DM 1 LT 1 UPC 1.2E-05,1.971E-08,207,2.0008E-07,2.0008E-07,0.0625007,0.0625007,5.61E-20,0.513204,9,10,19,1,998.808,1000,0.909099,0.909099,1.08773E-12,0.909099,0.909099,0,3.20128E-07,3.503E-14,1,0.0625004,1,4.0032E-14,2.0008E-07,2.80224E-13,2.80336E-20,2.7293E-20,2.877E-20,0,1,1,0.0909008,7.51666,9.06444E-08,1.11196,0,0,0,0,0,0,0.483335,0.516665
Only Eq,Baseline,1,4,Baseline,1,2,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1.2E-05,Normal,Truly Not Liable,,MODRA CM 4 FSM 2 DM 1 LT 1 UPC 1.2E-05,1.971E-08,207,2.0008E-07,2.0008E-07,0.0625007,0.0625007,5.61E-20,0.243406,9,10,19,1,998.808,1000,0.909099,0.909099,5.87139E-11,0.909099,0,0.909099,3.20128E-07,1.7257E-07,0,0.0625004,1,4.0032E-14,2.0008E-07,2.80224E-13,2.80336E-20,4.242E-20,1.365E-20,0,1,1,0.0909009,3.42464,4.89283E-06,0.756307,0.184224,0.17236,0.162776,0.158804,0.158869,0.162967,1.50472E-07,1.20357E-07
Only Eq,Baseline,1,4,Baseline,1,2,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,All,,MODRA CM 4 FSM 2 DM 1 LT 1 UPC 1E-05,1.959E-08,198,4.197E-11,1.99662E-11,0.0625009,0.0625009,5.6E-24,0.401235,9.9999,9.99999,19.9999,0.000109791,1000,1000,9.97929E-05,9.97929E-05,1.00002E-05,8.97926E-05,3.33731E-05,5.64195E-05,4.07494E-11,2.181E-11,3.7205E-05,0.0625005,1,2.20086E-11,1.99662E-11,2.79638E-17,8.96484E-24,3.3501E-24,2.245E-24,0,1,9.97911E-05,9.99846E-06,4.5,1,0.921114,0.125001,0.125,0.124999,0.124999,0.124999,0.125,0.125,0.125001
Only Eq,Baseline,1,4,Baseline,1,2,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Dispute Arises,,MODRA CM 4 FSM 2 DM 1 LT 1 UPC 1E-05,1.959E-08,198,4.2063E-07,2.0008E-07,0.0625009,0.0625009,5.61E-20,0.401235,9,9.99999,19,1.00001,998.808,1000,0.899816,0.899816,1E-05,0.899806,0.33443,0.565376,4.08347E-07,2.1853E-07,0.372828,0.0625005,1,2.20547E-07,2.0008E-07,2.80224E-13,8.98361E-20,3.3571E-20,2.25E-20,0,1,1,0.100194,4.44321,1,0.914383,0.140777,0.130232,0.121814,0.117766,0.116583,0.118169,0.123735,0.130923
Only Eq,Baseline,1,4,Baseline,1,2,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Not Litigated,,MODRA CM 4 FSM 2 DM 1 LT 1 UPC 1E-05,1.959E-08,198,2.201E-11,0,,,0,,9.9999,9.99999,19.9999,0.000109791,1000,1000,9.97928E-05,9.97929E-05,1.00002E-05,8.97926E-05,3.33731E-05,5.64195E-05,8.80344E-12,1.101E-11,3.7205E-05,,1,2.20086E-11,0,0,0,0,0,0,1,9.97911E-05,9.99846E-06,4.5,1,0.921114,0.125001,0.125,0.124999,0.124999,0.124999,0.125,0.125,0.125001
Only Eq,Baseline,1,4,Baseline,1,2,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Litigated,,MODRA CM 4 FSM 2 DM 1 LT 1 UPC 1E-05,1.959E-08,198,1,1,0.0625009,0.0625009,2.8E-13,0.401235,8.2625,9.13749,17.4,2.60001,994.161,999.139,0.899816,2.49982,1E-05,0.899806,0.33443,0.565376,1.6,0.540936,0.647788,0.0625005,0,0,0.999999,1.40056E-06,4.49001E-13,1.6779E-13,1.124E-13,0,1,1,0.100194,4.44321,1,0.914383,0.140777,0.130232,0.121814,0.117766,0.116583,0.118169,0.123735,0.130923
Only Eq,Baseline,1,4,Baseline,1,2,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Settles,,MODRA CM 4 FSM 2 DM 1 LT 1 UPC 1E-05,1.959E-08,198,1,1,0.0625002,0.0625009,0,,8.2625,9.13749,17.4,2.60001,994.161,999.139,0.899816,2.49982,1E-05,0.899806,0.33443,0.565376,1.6,0.540936,0.647788,0.0625005,0,0,1,0,0,0,0,0,1,1,0.100194,4.44321,1,0.914383,0.140777,0.130232,0.121814,0.117766,0.116583,0.118169,0.123735,0.130923
Only Eq,Baseline,1,4,Baseline,1,2,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Tried,,MODRA CM 4 FSM 2 DM 1 LT 1 UPC 1E-05,1.959E-08,198,1,1,0.5625,0.0625003,1,0.401235,7.72717,8.87282,16.6,3.40001,-105.465,259.263,0.899816,3.29982,1E-05,0.899806,0.33443,0.565376,2.4,1.61432,0.650722,,0,0,0,0,0,0.598765,0.401235,0,1,1,0.100194,4.44321,1,0.914383,0.140777,0.130232,0.121814,0.117766,0.116583,0.118169,0.123735,0.130923
Only Eq,Baseline,1,4,Baseline,1,2,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,P Loses,,MODRA CM 4 FSM 2 DM 1 LT 1 UPC 1E-05,1.959E-08,198,1,1,0.5625,0.0625003,1,0,5.4,11.2,16.6,3.40001,-846.356,1000.17,0.90064,3.30064,1E-05,0.90063,0.211946,0.688684,2.4,0,1.08677,,0,0,0,0,0,1,0,0,1,1,0.0993698,3.6917,1,0.835112,0.200319,0.176827,0.151956,0.128407,0.106236,0.0880364,0.076919,0.0713003
Only Eq,Baseline,1,4,Baseline,1,2,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,P Wins,,MODRA CM 4 FSM 2 DM 1 LT 1 UPC 1E-05,1.959E-08,198,1,1,0.5625,0.0625003,1,1,11.2,5.39999,16.6,3.40001,1000.17,-846.393,0.898586,3.29859,1E-05,0.898576,0.517212,0.381365,2.4,4.02336,0,,0,0,0,0,0,0,1,0,1,1,0.101424,5.5647,1,1.03268,0.0519217,0.0606993,0.0768329,0.101886,0.132025,0.163136,0.1936,0.219899
Only Eq,Baseline,1,4,Baseline,1,2,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Truly Liable,,MODRA CM 4 FSM 2 DM 1 LT 1 UPC 1E-05,1.959E-08,198,4.9578E-07,2.0008E-07,0.062501,0.062501,5.61E-20,0.620572,9,9.99999,19,1.00001,998.808,1000,0.897018,0.897018,1E-05,0.897008,0.897008,0,4.38407E-07,7.866E-14,1,0.0625006,1,2.95697E-07,2.0008E-07,2.80224E-13,1.10895E-19,2.1273E-20,3.479E-20,0,1,1,0.102992,7.03421,1,1.18335,0,0,0,0,6.94796E-08,0.316953,0.331883,0.351163
Only Eq,Baseline,1,4,Baseline,1,2,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Truly Not Liable,,MODRA CM 4 FSM 2 DM 1 LT 1 UPC 1E-05,1.959E-08,198,3.7595E-07,2.0008E-07,0.0625009,0.0625009,5.61E-20,0.270849,9,9.99999,19,1.00001,998.808,1000,0.901479,0.90148,1E-05,0.901469,0,0.901469,3.90477E-07,3.4844E-07,0,0.0625005,1,1.75873E-07,2.0008E-07,2.80224E-13,7.73174E-20,4.0881E-20,1.519E-20,0,1,1,0.0985305,2.90297,1,0.754495,0.224463,0.20765,0.194228,0.187772,0.185887,1.55539E-07,1.20455E-07,8.77833E-08
Only Eq,Baseline,1,4,Baseline,1,2,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,8E-06,Normal,All,,MODRA CM 4 FSM 2 DM 1 LT 1 UPC 8E-06,1.415E-08,192,7.659E-11,1.6488E-11,0.0625013,0.0625013,4.62E-24,0.352386,9.99992,9.99998,19.9999,0.000106407,1000,1000,9.64069E-05,9.64069E-05,2.40002E-05,7.24067E-05,2.48012E-05,4.76055E-05,5.042E-11,3.24E-11,2.8643E-05,0.062501,1,6.0098E-11,1.6488E-11,2.30924E-17,1.91511E-23,2.9922E-24,1.628E-24,0,1,8.2407E-05,1.00003E-05,4.5,3,0.885376,0.125001,0.125,0.125,0.124999,0.124999,0.125,0.125,0.125001
Only Eq,Baseline,1,4,Baseline,1,2,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,8E-06,Normal,Dispute Arises,,MODRA CM 4 FSM 2 DM 1 LT 1 UPC 8E-06,1.415E-08,192,9.2936E-07,2.0008E-07,0.0625013,0.0625013,5.61E-20,0.352386,9,9.99998,19,1.00002,998.808,1000,0.878671,0.878672,2.4E-05,0.878647,0.30096,0.577688,6.11841E-07,3.9317E-07,0.347578,0.062501,0.999999,7.29283E-07,2.0008E-07,2.80224E-13,2.32396E-19,3.631E-20,1.976E-20,0,1,1,0.121353,4.29886,3,0.861553,0.153671,0.138424,0.126198,0.119089,0.11504,0.113498,0.11544,0.118641
Only Eq,Baseline,1,4,Baseline,1,2,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,8E-06,Normal,Not Litigated,,MODRA CM 4 FSM 2 DM 1 LT 1 UPC 8E-06,1.415E-08,192,6.01E-11,0,,,0,,9.99992,9.99998,19.9999,0.000106407,1000,1000,9.64069E-05,9.64069E-05,2.40002E-05,7.24067E-05,2.48012E-05,4.76055E-05,2.40392E-11,2.312E-11,2.8643E-05,,1,6.0098E-11,0,0,0,0,0,0,1,8.2407E-05,1.00003E-05,4.5,3,0.885376,0.125001,0.125,0.125,0.124999,0.124999,0.125,0.125,0.125001
Only Eq,Baseline,1,4,Baseline,1,2,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,8E-06,Normal,Litigated,,MODRA CM 4 FSM 2 DM 1 LT 1 UPC 8E-06,1.415E-08,192,1,1,0.0625013,0.0625013,2.8E-13,0.352386,8.2625,9.13748,17.4,2.60002,994.161,999.139,0.878671,2.47867,2.4E-05,0.878647,0.30096,0.577688,1.6,0.562714,0.603918,0.062501,0,0,0.999999,1.40056E-06,1.16152E-12,1.8148E-13,9.875E-14,0,1,1,0.121353,4.29886,3,0.861553,0.153671,0.138424,0.126198,0.119089,0.11504,0.113498,0.11544,0.118641
Only Eq,Baseline,1,4,Baseline,1,2,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,8E-06,Normal,Settles,,MODRA CM 4 FSM 2 DM 1 LT 1 UPC 8E-06,1.415E-08,192,1,1,0.0625006,0.0625013,0,,8.2625,9.13748,17.4,2.60002,994.161,999.139,0.878671,2.47867,2.4E-05,0.878647,0.30096,0.577688,1.6,0.562714,0.603918,0.062501,0,0,1,0,0,0,0,0,1,1,0.121353,4.29886,3,0.861553,0.153671,0.138424,0.126198,0.119089,0.11504,0.113498,0.11544,0.118641
Only Eq,Baseline,1,4,Baseline,1,2,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,8E-06,Normal,Tried,,MODRA CM 4 FSM 2 DM 1 LT 1 UPC 8E-06,1.415E-08,192,1,1,0.5625,0.0625005,1,0.352386,7.44384,9.15614,16.6,3.40002,-195.666,349.448,0.878671,3.27867,2.4E-05,0.878647,0.30096,0.577688,2.4,1.41386,0.646148,,0,0,0,0,0,0.647614,0.352386,0,1,1,0.121353,4.29886,3,0.861553,0.153671,0.138424,0.126198,0.119089,0.11504,0.113498,0.11544,0.118641
Only Eq,Baseline,1,4,Baseline,1,2,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,8E-06,Normal,P Loses,,MODRA CM 4 FSM 2 DM 1 LT 1 UPC 8E-06,1.415E-08,192,1,1,0.5625,0.0625003,1,0,5.4,11.2,16.6,3.40002,-846.356,1000.17,0.882043,3.28204,2.4E-05,0.882019,0.187928,0.694091,2.4,0,0.997737,,0,0,0,0,0,1,0,0,1,1,0.117981,3.57674,3,0.77642,0.211877,0.183257,0.154776,0.128753,0.104437,0.0839683,0.0704396,0.0624917
Only Eq,Baseline,1,4,Baseline,1,2,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,8E-06,Normal,P Wins,,MODRA CM 4 FSM 2 DM 1 LT 1 UPC 8E-06,1.415E-08,192,1,1,0.562501,0.0625007,1,1,11.2,5.39998,16.6,3.40002,1000.17,-846.445,0.872474,3.27247,2.4E-05,0.87245,0.508688,0.363763,2.4,4.01226,0,,0,0,0,0,0,0,1,0,1,1,0.12755,5.62597,3,1.01801,0.0467018,0.0560289,0.0736764,0.101328,0.134525,0.167767,0.19814,0.221833
Only Eq,Baseline,1,4,Baseline,1,2,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,8E-06,Normal,Truly Liable,,MODRA CM 4 FSM 2 DM 1 LT 1 UPC 8E-06,1.415E-08,192,1.491E-06,2.0008E-07,0.0625018,0.0625018,5.61E-20,0.59587,9,9.99997,19,1.00002,998.808,1000,0.865898,0.865899,2.4E-05,0.865874,0.865874,0,8.36505E-07,2.255E-13,0.999999,0.0625015,0.999999,1.29094E-06,2.0008E-07,2.80223E-13,3.89787E-19,2.2658E-20,3.341E-20,0,1,1,0.134126,7.0148,3,1.18118,0,0,9.28774E-08,1.73159E-07,2.44956E-07,0.326538,0.332125,0.341336
Only Eq,Baseline,1,4,Baseline,1,2,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,8E-06,Normal,Truly Not Liable,,MODRA CM 4 FSM 2 DM 1 LT 1 UPC 8E-06,1.415E-08,192,6.3014E-07,2.0008E-07,0.0625011,0.0625011,5.61E-20,0.22267,9,9.99998,19,1.00002,998.808,1000,0.885476,0.885477,2.4E-05,0.885452,0,0.885452,4.92151E-07,6.0263E-07,0,0.0625007,0.999999,4.30058E-07,2.0008E-07,2.80224E-13,1.48546E-19,4.3583E-20,1.248E-20,0,1,1,0.114548,2.85194,3,0.691271,0.23554,0.212169,0.193429,0.182534,0.176327,1.07406E-07,7.35915E-08,7.06386E-08
Only Eq,Baseline,1,4,Baseline,1,2,Liability,1.2,1,1,Baseline,0.5,1,Moderately Risk Averse,1.2E-05,Normal,All,,MODRA CM 4 FSM 2 DM 1 LT 1.2 UPC 1.2E-05,9.236E-09,193,2.201E-11,2.20086E-11,0.0625007,0.0625007,6.17E-24,0.124861,9.99989,10,19.9999,0.000109999,1000,1000,0.0001,0.0001,2.67307E-10,9.99999E-05,0,9.99999E-05,3.52137E-11,1.898E-11,0,0.0625004,1,4.40348E-18,2.20086E-11,3.08243E-17,3.08367E-24,5.3973E-24,7.701E-25,0,1,0.000109999,9.999E-06,4.5,5.60224E-06,0.850655,0.125001,0.125,0.124999,0.124999,0.124999,0.124999,0.125,0.125001
Only Eq,Baseline,1,4,Baseline,1,2,Liability,1.2,1,1,Baseline,0.5,1,Moderately Risk Averse,1.2E-05,Normal,Dispute Arises,,MODRA CM 4 FSM 2 DM 1 LT 1.2 UPC 1.2E-05,9.236E-09,193,2.0008E-07,2.0008E-07,0.0625007,0.0625007,5.61E-20,0.124861,9,10,19,1,998.808,1000,0.909099,0.909099,4.35476E-11,0.909099,0,0.909099,3.20128E-07,1.7257E-07,0,0.0625004,1,4.0032E-14,2.0008E-07,2.80224E-13,2.80336E-20,4.9067E-20,7.001E-21,0,1,1,0.0909009,4.50173,3.62896E-06,0.849888,0.136137,0.127116,0.119725,0.116594,0.116729,0.120019,0.127386,0.136293
Only Eq,Baseline,1,4,Baseline,1,2,Liability,1.2,1,1,Baseline,0.5,1,Moderately Risk Averse,1.2E-05,Normal,Not Litigated,,MODRA CM 4 FSM 2 DM 1 LT 1.2 UPC 1.2E-05,9.236E-09,193,4.403E-18,0,,,0,,9.99989,10,19.9999,0.000109999,1000,1000,0.0001,0.0001,2.67307E-10,9.99999E-05,0,9.99999E-05,0,0,0,,1,4.40349E-18,0,0,0,0,0,0,1,0.000109999,9.999E-06,4.5,5.60224E-06,0.850655,0.125001,0.125,0.124999,0.124999,0.124999,0.124999,0.125,0.125001
Only Eq,Baseline,1,4,Baseline,1,2,Liability,1.2,1,1,Baseline,0.5,1,Moderately Risk Averse,1.2E-05,Normal,Litigated,,MODRA CM 4 FSM 2 DM 1 LT 1.2 UPC 1.2E-05,9.236E-09,193,1,1,0.0625007,0.0625007,2.8E-13,0.124861,8.2625,9.1375,17.4,2.6,994.161,999.139,0.909099,2.5091,4.35476E-11,0.909099,0,0.909099,1.6,0.8625,0,0.0625004,0,0,0.999999,1.40056E-06,1.40112E-13,2.4523E-13,3.499E-14,0,1,1,0.0909009,4.50173,3.62896E-06,0.849888,0.136137,0.127116,0.119725,0.116594,0.116729,0.120019,0.127386,0.136293
Only Eq,Baseline,1,4,Baseline,1,2,Liability,1.2,1,1,Baseline,0.5,1,Moderately Risk Averse,1.2E-05,Normal,Settles,,MODRA CM 4 FSM 2 DM 1 LT 1.2 UPC 1.2E-05,9.236E-09,193,1,1,0.0625,0.0625007,0,,8.2625,9.1375,17.4,2.6,994.161,999.139,0.909099,2.5091,4.35476E-11,0.909099,0,0.909099,1.6,0.8625,0,0.0625004,0,0,1,0,0,0,0,0,1,1,0.0909009,4.50173,3.62896E-06,0.849888,0.136137,0.127116,0.119725,0.116594,0.116729,0.120019,0.127386,0.136293
Only Eq,Baseline,1,4,Baseline,1,2,Liability,1.2,1,1,Baseline,0.5,1,Moderately Risk Averse,1.2E-05,Normal,Tried,,MODRA CM 4 FSM 2 DM 1 LT 1.2 UPC 1.2E-05,9.236E-09,193,1,1,0.5625,0.0625002,1,0.124861,6.12419,10.4758,16.6,3.4,-615.798,769.611,0.909099,3.3091,4.35476E-11,0.909099,0,0.909099,2.4,0.57436,0,,0,0,0,0,0,0.875139,0.124861,0,1,1,0.0909009,4.50173,3.62896E-06,0.849888,0.136137,0.127116,0.119725,0.116594,0.116729,0.120019,0.127386,0.136293
Only Eq,Baseline,1,4,Baseline,1,2,Liability,1.2,1,1,Baseline,0.5,1,Moderately Risk Averse,1.2E-05,Normal,P Loses,,MODRA CM 4 FSM 2 DM 1 LT 1.2 UPC 1.2E-05,9.236E-09,193,1,1,0.5625,0.0625002,1,0,5.4,11.2,16.6,3.4,-846.356,1000.17,0.909099,3.3091,4.92697E-11,0.909099,0,0.909099,2.4,0,0,,0,0,0,0,0,1,0,0,1,1,0.0909009,4.2857,4.10581E-06,0.830342,0.151603,0.139978,0.12899,0.121094,0.115325,0.112203,0.113499,0.117307
Only Eq,Baseline,1,4,Baseline,1,2,Liability,1.2,1,1,Baseline,0.5,1,Moderately Risk Averse,1.2E-05,Normal,P Wins,,MODRA CM 4 FSM 2 DM 1 LT 1.2 UPC 1.2E-05,9.236E-09,193,1,1,0.5625,0.0625002,1,1,11.2,5.4,16.6,3.4,1000.17,-846.356,0.909099,3.3091,3.44133E-12,0.909099,0,0.909099,2.4,4.6,0,,0,0,0,0,0,0,1,0,1,1,0.0909008,6.01583,2.86778E-07,0.986888,0.0277422,0.0369646,0.0547867,0.0850546,0.126572,0.174799,0.224719,0.269361
Only Eq,Baseline,1,4,Baseline,1,2,Liability,1.2,1,1,Baseline,0.5,1,Moderately Risk Averse,1.2E-05,Normal,Truly Liable,,MODRA CM 4 FSM 2 DM 1 LT 1.2 UPC 1.2E-05,9.236E-09,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Only Eq,Baseline,1,4,Baseline,1,2,Liability,1.2,1,1,Baseline,0.5,1,Moderately Risk Averse,1.2E-05,Normal,Truly Not Liable,,MODRA CM 4 FSM 2 DM 1 LT 1.2 UPC 1.2E-05,9.236E-09,193,2.0008E-07,2.0008E-07,0.0625007,0.0625007,5.61E-20,0.124861,9,10,19,1,998.808,1000,0.909099,0.909099,4.35476E-11,0.909099,0,0.909099,3.20128E-07,1.7257E-07,0,0.0625004,1,4.0032E-14,2.0008E-07,2.80224E-13,2.80336E-20,4.9067E-20,7.001E-21,0,1,1,0.0909009,4.50173,3.62896E-06,0.849888,0.136137,0.127116,0.119725,0.116594,0.116729,0.120019,0.127386,0.136293
Only Eq,Baseline,1,4,Baseline,1,2,Liability,1.2,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,All,,MODRA CM 4 FSM 2 DM 1 LT 1.2 UPC 1E-05,1.751E-08,197,2.201E-11,2.20086E-11,0.0625007,0.0625007,6.17E-24,0.296182,9.99989,10,19.9999,0.000109999,1000,1000,0.0001,0.0001,2.56102E-10,9.99999E-05,2.62907E-05,7.37092E-05,3.52137E-11,1.399E-11,2.892E-05,0.0625004,1,4.40348E-18,2.20086E-11,3.08243E-17,3.08367E-24,4.3407E-24,1.827E-24,0,1,0.000109999,9.999E-06,4.5,5.60224E-06,1.02079,0.125001,0.125,0.124999,0.124999,0.124999,0.124999,0.125,0.125001
Only Eq,Baseline,1,4,Baseline,1,2,Liability,1.2,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Dispute Arises,,MODRA CM 4 FSM 2 DM 1 LT 1.2 UPC 1E-05,1.751E-08,197,2.0008E-07,2.0008E-07,0.0625007,0.0625007,5.61E-20,0.296182,9,10,19,1,998.808,1000,0.909099,0.909099,3.62896E-11,0.909099,0.239009,0.67009,3.20128E-07,1.272E-07,0.262907,0.0625004,1,4.0032E-14,2.0008E-07,2.80224E-13,2.80336E-20,3.9461E-20,1.661E-20,0,1,1,0.0909009,4.50263,3.62896E-06,1.02004,0.135411,0.126795,0.119953,0.117266,0.117396,0.120272,0.127167,0.13574
Only Eq,Baseline,1,4,Baseline,1,2,Liability,1.2,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Not Litigated,,MODRA CM 4 FSM 2 DM 1 LT 1.2 UPC 1E-05,1.751E-08,197,4.403E-18,0,,,0,,9.99989,10,19.9999,0.000109999,1000,1000,0.0001,0.0001,2.56102E-10,9.99999E-05,2.62907E-05,7.37092E-05,0,0,2.8919E-05,,1,4.40347E-18,0,0,0,0,0,0,1,0.000109999,9.999E-06,4.5,5.60224E-06,1.02079,0.125001,0.125,0.124999,0.124999,0.124999,0.124999,0.125,0.125001
Only Eq,Baseline,1,4,Baseline,1,2,Liability,1.2,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Litigated,,MODRA CM 4 FSM 2 DM 1 LT 1.2 UPC 1E-05,1.751E-08,197,1,1,0.0625007,0.0625007,2.8E-13,0.296182,8.2625,9.1375,17.4,2.6,994.161,999.139,0.909099,2.5091,3.62896E-11,0.909099,0.239009,0.67009,1.6,0.635743,0.456801,0.0625004,0,0,0.999999,1.40056E-06,1.40112E-13,1.9723E-13,8.3E-14,0,1,1,0.0909009,4.50263,3.62896E-06,1.02004,0.135411,0.126795,0.119953,0.117266,0.117396,0.120272,0.127167,0.13574
Only Eq,Baseline,1,4,Baseline,1,2,Liability,1.2,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Settles,,MODRA CM 4 FSM 2 DM 1 LT 1.2 UPC 1E-05,1.751E-08,197,1,1,0.0625,0.0625007,0,,8.2625,9.1375,17.4,2.6,994.161,999.139,0.909099,2.5091,3.62896E-11,0.909099,0.239009,0.67009,1.6,0.635743,0.456801,0.0625004,0,0,1,0,0,0,0,0,1,1,0.0909009,4.50263,3.62896E-06,1.02004,0.135411,0.126795,0.119953,0.117266,0.117396,0.120272,0.127167,0.13574
Only Eq,Baseline,1,4,Baseline,1,2,Liability,1.2,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Tried,,MODRA CM 4 FSM 2 DM 1 LT 1.2 UPC 1E-05,1.751E-08,197,1,1,0.5625,0.0625002,1,0.296182,7.11785,9.48215,16.6,3.4,-299.449,453.263,0.909099,3.3091,3.62896E-11,0.909099,0.239009,0.67009,2.4,1.22628,0.583058,,0,0,0,0,0,0.703818,0.296182,0,1,1,0.0909009,4.50263,3.62896E-06,1.02004,0.135411,0.126795,0.119953,0.117266,0.117396,0.120272,0.127167,0.13574
Only Eq,Baseline,1,4,Baseline,1,2,Liability,1.2,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,P Loses,,MODRA CM 4 FSM 2 DM 1 LT 1.2 UPC 1E-05,1.751E-08,197,1,1,0.5625,0.0625002,1,0,5.4,11.2,16.6,3.4,-846.356,1000.17,0.909099,3.3091,5.00763E-11,0.909099,0.163721,0.745378,2.4,0,0.828421,,0,0,0,0,0,1,0,0,1,1,0.0909009,3.93961,5.00763E-06,0.958682,0.177586,0.161073,0.143538,0.127292,0.11171,0.0987099,0.0914468,0.0886451
